Crash Number,Crash Date,Crash Time,City/Town,Crash Severity,Roadway,Near Intersection Roadway,Landmark,Police Agency
1408978,11/19/2001,11:50 AM,WORCESTER,Not Reported,EAST CENTRAL STREET / SHREWSBURY STREET,,,Local police
1408993,11/18/2001,5:50 PM,WORCESTER,Non-fatal injury,CHANDLER STREET / WELLINGTON STREET,,,Local police
1409312,11/29/2001,3:45 PM,WORCESTER,Non-fatal injury,FRANKLIN STREET / PLANTATION STREET,,,Local police
1409440,12/3/2001,6:15 PM,WORCESTER,Property damage only (none injured),CHANDLER STREET,,,Local police
1410123,3/18/2002,2:30 PM,WORCESTER,Property damage only (none injured),MAY STREET / FLORENCE STREET,,,Local police
1410280,3/16/2002,12:35 AM,WORCESTER,Not Reported,PARK AVENUE / MAY STREET,,,Local police
1410295,2/5/2002,1:00 PM,WORCESTER,Non-fatal injury,PARK AVENUE / ENFIELD STREET,,,Local police
1410305,3/15/2002,8:10 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
1410425,11/25/2001,5:20 PM,WORCESTER,Not Reported,PARK AVENUE / MAY STREET,,,Local police
1410544,1/19/2002,12:40 AM,WORCESTER,Not Reported,MAIN STREET / AUSTIN STREET,,,Local police
1410560,1/18/2002,9:00 PM,WORCESTER,Property damage only (none injured),MAIN STREET / MYRTLE STREET,,,Local police
1410566,1/18/2002,7:00 PM,WORCESTER,Not Reported,PARK AVENUE,,,Local police
1410601,1/18/2001,2:52 PM,WORCESTER,Property damage only (none injured),FANTASIA DRIVE / SHREWSBURY STREET,,,Local police
1410611,2/8/2002,1:20 PM,WORCESTER,Non-fatal injury,PIEDMONT STREET / JAQUES AVENUE,,,Local police
1410671,1/18/2002,9:35 AM,WORCESTER,Property damage only (none injured),IRVING STREET / CHANDLER STREET,,,Local police
1410680,1/17/2002,10:35 PM,WORCESTER,Property damage only (none injured),MADISON STREET / MAIN STREET,,,Local police
1410829,3/15/2002,10:30 AM,WORCESTER,Non-fatal injury,MAIN STREET,CHANDLER STREET,,Local police
1410833,3/18/2002,10:20 AM,WORCESTER,Not Reported,SOUTHBRIDGE STREET / MYRTLE STREET,,,Local police
1410930,1/17/2002,3:25 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / DOWNING STREET,,,Local police
1410984,3/17/2002,12:55 AM,WORCESTER,Property damage only (none injured),MAIN STREET / HERMON STREET,,,Local police
1411001,3/16/2002,4:50 PM,WORCESTER,Property damage only (none injured),MAY STREET / WOODLAND STREET,,,Local police
1411035,1/16/2002,7:20 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
1411726,1/6/2002,2:00 AM,WORCESTER,Not Reported,PARK AVENUE,,,Local police
1411736,1/8/2002,7:30 PM,WORCESTER,Not Reported,GRAFTON STREET,WASHINGTON SQUARE,WASHINGTON SQ,Other
1411814,3/15/2002,4:00 PM,WORCESTER,Not Reported,SYCAMORE STREET / MAIN STREET,,,Local police
1411982,1/23/2002,12:30 PM,WORCESTER,Property damage only (none injured),SHREWSBURY STREET Rte 9 W,,,Local police
1411999,1/10/2002,10:00 AM,WORCESTER,Unknown,MAIN STREET / JACKSON STREET,,,Local police
1412141,2/5/2002,3:30 PM,WORCESTER,Non-fatal injury,WORCESTER CENTER BOULEVARD / WASHINGTON SQUARE CONNECTOR,,,Local police
1412153,1/19/2002,3:38 AM,WORCESTER,Property damage only (none injured),SHREWSBURY STREET / LYON STREET,,,Local police
1412208,2/8/2002,8:00 PM,WORCESTER,Not Reported,SOUTHBRIDGE STREET,,,Local police
1412258,2/20/2002,1:34 PM,WORCESTER,Property damage only (none injured),PARK AVENUE Rte 9 N / WEST OBERLIN STREET,,,Local police
1412327,2/21/2002,12:33 AM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
1412559,12/1/2001,7:50 PM,WORCESTER,Property damage only (none injured),MAIN STREET / SOUTHBRIDGE STREET,,,Local police
1412937,2/7/2002,2:45 PM,WORCESTER,Property damage only (none injured),PARK AVENUE Rte 9 N / PEMBROKE STREET,,,Local police
1412953,2/7/2002,1:00 PM,WORCESTER,Not Reported,WORCESTER CENTER BOULEVARD,,MEDICAL CITY,Local police
1413039,2/6/2002,6:00 PM,WORCESTER,Property damage only (none injured),/ PARK AVENUE,,,Local police
1413047,2/6/2002,5:14 PM,WORCESTER,Property damage only (none injured),HIGH STREET,,,Local police
1413065,2/6/2002,4:07 PM,WORCESTER,Property damage only (none injured),WELLINGTON STREET,,,Local police
1413349,2/2/2002,3:00 PM,WORCESTER,Not Reported,PARK AVENUE,,,Local police
1413409,2/6/2002,7:31 AM,WORCESTER,Property damage only (none injured),PLANTATION STREET,,285 PLANTATION ST,Local police
1413443,2/26/2002,3:30 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / MAYWOOD STREET,,,Local police
1413449,2/6/2002,3:27 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CHANDLER STREET,,,Local police
1413455,2/25/2002,7:00 AM,WORCESTER,Non-fatal injury,PARK AVENUE / WEST OBERLIN STREET,,,Local police
1413459,2/6/2002,3:30 PM,WORCESTER,Not Reported,/ LAKESIDE AVENUE,,,Local police
1413482,2/6/2002,12:07 PM,WORCESTER,Property damage only (none injured),CHANDLER STREET Rte 122 N,,KEN JONES INC TIRES,Local police
1413522,3/29/2002,2:45 PM,WORCESTER,Non-fatal injury,WEST OBERLIN STREET / PARK AVENUE,,,Local police
1413531,3/25/2002,1:05 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CHATHAM STREET,,,Local police
1413575,3/19/2002,4:57 PM,WORCESTER,Not Reported,LAKE AVENUE,,,Local police
1413591,3/22/2002,12:05 PM,WORCESTER,Non-fatal injury,MAIN STREET / CHATHAM STREET,,,Local police
1413606,3/22/2002,8:25 AM,WORCESTER,Unknown,PUTNAM LANE,,,Local police
1413625,3/21/2002,3:00 PM,WORCESTER,Property damage only (none injured),EAST WORCESTER STREET / PLUM STREET,,,Local police
1413631,3/21/2002,12:40 PM,WORCESTER,Not Reported,MADISON STREET / BEACON STREET,,,Local police
1413744,3/23/2002,12:15 PM,WORCESTER,Not Reported,SHREWSBURY STREET / PUTNAM LANE,,,Local police
1413876,3/20/2002,11:45 AM,WORCESTER,Property damage only (none injured),MAIN STREET / MYRTLE STREET,,,Local police
1413884,3/25/2002,10:10 AM,WORCESTER,Property damage only (none injured),CHANDLER STREET / MAIN STREET / MADISON STREET,,,Local police
1413899,3/25/2002,9:51 AM,WORCESTER,Property damage only (none injured),BELMONT STREET / ALVARADO AVENUE,,,Local police
1413915,3/24/2002,11:00 PM,WORCESTER,Not Reported,PARK AVENUE,,,Local police
1413924,3/26/2002,4:20 PM,WORCESTER,Non-fatal injury,/ MAIN STREET,CHATHAM STREET,,Local police
1413956,3/26/2002,11:21 AM,WORCESTER,Not Reported,PARK AVENUE,,,Local police
1413993,3/27/2002,2:20 AM,WORCESTER,Not Reported,PARK AVENUE / CHARLOTTE STREET,,,Local police
1414003,3/27/2002,1:42 AM,WORCESTER,Property damage only (none injured),CLIFTON STREET,,,Local police
1414425,2/19/2002,12:45 PM,WORCESTER,Not Reported,MAIN STREET,,,Local police
1414475,2/18/2002,4:30 PM,WORCESTER,Property damage only (none injured),SYCAMORE STREET,,,Local police
1414904,1/16/2002,7:40 AM,WORCESTER,Non-fatal injury,MAIN STREET / CHANDLER STREET / MADISON STREET,,,Local police
1414945,1/15/2002,10:00 AM,WORCESTER,Not Reported,CHANDLER STREET / MAIN STREET,,,Local police
1415060,1/14/2002,8:35 PM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET,,,Local police
1415067,1/13/2002,6:30 PM,WORCESTER,Non-fatal injury,PARK AVENUE / MAY STREET,,,Local police
1415180,1/14/2002,10:30 AM,WORCESTER,Non-fatal injury,PARK AVENUE / MAY STREET,,,Local police
1415184,1/14/2002,4:57 AM,WORCESTER,Not Reported,LYON PLACE / ALBANY STREET,,,Local police
1415185,1/14/2002,12:21 AM,WORCESTER,Property damage only (none injured),PARK AVENUE,WEST OBERLIN STREET,,Local police
1415592,1/2/2002,10:10 AM,WORCESTER,Property damage only (none injured),PARK AVENUE / ENFIELD STREET,,,Local police
1415599,1/2/2002,10:00 AM,WORCESTER,Non-fatal injury,MAIN STREET / MYRTLE STREET,,,Local police
1415669,1/5/2002,2:50 PM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
1415725,1/4/2002,11:40 PM,WORCESTER,Not Reported,SHREWSBURY STREET,,,Local police
1415808,1/3/2002,4:50 PM,WORCESTER,Not Reported,WORCESTER CENTER BOULEVARD / FRANKLIN STREET,,,Local police
1415898,1/2/2001,5:00 PM,WORCESTER,Not Reported,EAST CENTRAL STREET,,,Local police
1415952,1/2/2002,1:58 PM,WORCESTER,Non-fatal injury,MAIN STREET / CHANDLER STREET / MADISON STREET,,,Local police
1416107,1/6/2002,1:54 PM,WORCESTER,Property damage only (none injured),WELLINGTON STREET / JAQUES AVENUE,,,Local police
1417779,2/11/2002,5:00 PM,WORCESTER,Property damage only (none injured),BELMONT STREET / LAKE AVENUE / BELMONT STREET Rte 9 W,,LAKE QUINSIGAMOND BRIDGE,Local police
1417867,2/11/2002,11:00 AM,WORCESTER,Property damage only (none injured),BELMONT STREET / LAKE AVENUE / NORTH LAKE AVENUE,,,Local police
1417936,2/13/2002,1:15 PM,WORCESTER,Property damage only (none injured),COBURN AVENUE,,,Local police
1417979,2/12/2002,7:45 PM,WORCESTER,Not Reported,MAY STREET / DEWEY STREET,,,Local police
1418473,2/18/2002,2:00 AM,WORCESTER,Not Reported,LAKESIDE AVENUE / VETERANS AVENUE,,,Local police
1418558,2/11/2002,11:15 AM,WORCESTER,Property damage only (none injured),BELMONT STREET Rte 9 W,,HESS GAS STATION,Local police
1418852,2/9/2002,11:09 PM,WORCESTER,Not Reported,SHREWSBURY STREET,,,Local police
1418867,2/10/2002,12:43 AM,WORCESTER,Property damage only (none injured),CHANDLER STREET / MAIN STREET,,,Local police
1418905,2/10/2002,12:30 AM,WORCESTER,Not Reported,SHREWSBURY STREET,,,Local police
1419260,2/22/2002,5:10 PM,WORCESTER,Non-fatal injury,PORTLAND STREET,,,Local police
1419276,2/22/2002,4:10 PM,WORCESTER,Property damage only (none injured),SHREWSBURY STREET / WASHINGTON SQUARE,,,Local police
1419318,2/22/2002,12:00 PM,WORCESTER,Non-fatal injury,PLANTATION STREET / MARLBORO STREET,,,Local police
1419341,2/21/2002,9:27 PM,WORCESTER,Non-fatal injury,PARK AVENUE / MAYWOOD STREET,,,Local police
1419344,2/21/2002,6:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET / SYCAMORE STREET,,,Local police
1419352,2/21/2002,4:12 PM,WORCESTER,Property damage only (none injured),AUSTIN STREET / OXFORD STREET,,,Local police
1419674,2/16/2002,7:00 PM,WORCESTER,Not Reported,SHREWSBURY STREET / HILL STREET,,,Local police
1419737,2/16/2002,3:08 AM,WORCESTER,Non-fatal injury,AUSTIN STREET / MURRAY AVENUE,,,Local police
1419871,2/17/2002,4:27 PM,WORCESTER,Non-fatal injury,PIEDMONT STREET / MURRAY AVENUE,,,Local police
1419914,2/14/2002,8:50 PM,WORCESTER,Non-fatal injury,PARK AVENUE Rte 9,MAY STREET,TAFRONT MOBILE GAS STATION,Local police
1420407,1/28/2002,8:30 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET / WASHINGTON SQUARE /,,,Local police
1420559,1/27/2002,12:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET / JACKSON STREET,,,Local police
1420591,2/5/2002,2:20 PM,WORCESTER,Property damage only (none injured),SHREWSBURY STREET / HILL STREET,,,Local police
1420677,2/4/2002,12:10 PM,WORCESTER,Property damage only (none injured),AUSTIN STREET / HIGH STREET / MURRAY AVENUE,,,Local police
1420772,1/25/2002,3:30 PM,WORCESTER,Not Reported,PARK AVENUE / MAYWOOD STREET,,,Local police
1420823,2/4/2002,7:00 AM,WORCESTER,Non-fatal injury,BELMONT STREET Rte 9 E / ALVARADO AVENUE,,,Local police
1420825,1/25/2002,4:32 AM,WORCESTER,Unknown,HOLLYWOOD STREET,KINGSBURY STREET,,Local police
1420830,1/24/2002,6:10 PM,WORCESTER,Property damage only (none injured),MAY STREET,,,Local police
1420840,1/19/2002,9:30 PM,WORCESTER,Not Reported,PLUM STREET,,,Local police
1420854,1/27/2002,10:40 PM,WORCESTER,Non-fatal injury,MAY STREET / KINGSBURY STREET,,,Local police
1420879,2/3/2002,8:20 PM,WORCESTER,Non-fatal injury,MAY STREET / PARK AVENUE,,,Local police
1421394,3/1/2002,8:10 AM,WORCESTER,Non-fatal injury,Rte 290 E,,EAST CENTRAL STREET,State police
1423375,11/9/2001,2:00 PM,WORCESTER,Property damage only (none injured),MAYWOOD STREET / BIRCH STREET,,,
1424127,1/21/2002,9:00 PM,WORCESTER,Not Reported,WORCESTER CENTER BOULEVARD,FOSTU ST,MED CITY E R,Local police
1425138,1/31/2002,1:10 PM,WORCESTER,Non-fatal injury,Rte 290 E,,,State police
1425323,1/8/2002,9:00 AM,WORCESTER,Non-fatal injury,Rte 290 E,,,State police
1425601,1/11/2002,6:00 PM,WORCESTER,Not Reported,FRONT STREET / COMMERCIAL STREET,,,Local police
1425929,1/24/2002,1:35 PM,WORCESTER,Not Reported,QUEEN STREET / JAQUES AVENUE,,,Local police
1426139,3/7/2002,12:00 AM,WORCESTER,Not Reported,MADISON STREET / SOUTHBRIDGE STREET,,,Local police
1426398,3/8/2002,8:10 PM,WORCESTER,Non-fatal injury,PARK AVENUE / MAY STREET,,,Local police
1426682,1/30/2002,8:45 PM,WORCESTER,Property damage only (none injured),SHREWSBURY STREET,,,Local police
1426961,1/21/2002,6:32 AM,WORCESTER,Unknown,MAIN STREET,HERMON STREET,,Local police
1426987,1/20/2002,7:12 PM,WORCESTER,Non-fatal injury,MAY STREET / HOLLYWOOD STREET,,,Local police
1427012,1/20/2002,6:00 PM,WORCESTER,Not Reported,SHREWSBURY STREET,LYON STREET,,Local police
1427199,1/20/2002,9:30 AM,WORCESTER,Property damage only (none injured),VINEYARD STREET / MAYWOOD STREET,,,Local police
1427256,1/20/2002,2:30 AM,WORCESTER,Property damage only (none injured),MAY STREET / WOODLAND STREET,,,Other
1427946,12/14/2001,5:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CHANDLER STREET / MADISON STREET,,,
1428259,12/13/2001,6:40 AM,WORCESTER,Non-fatal injury,MADISON STREET / SOUTHBRIDGE STREET,,,
1429539,1/7/2002,4:40 PM,WORCESTER,Property damage only (none injured),DALE STREET / ALLENDALE STREET,,,Local police
1429700,3/2/2002,1:46 PM,WORCESTER,Property damage only (none injured),STEVENS ROAD / FERN STREET,,,Local police
1429728,3/2/2002,10:40 AM,WORCESTER,Property damage only (none injured),PARK AVENUE Rte 9 N / CHARLOTTE STREET / ENFIELD STREET,,,Local police
1429880,3/1/2002,3:10 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / OLIVER STREET,,,Local police
1429962,3/1/2002,10:30 AM,WORCESTER,Non-fatal injury,FRANKLIN STREET / SALEM STREET / FRONT STREET,,,Local police
1430055,3/7/2002,6:40 PM,WORCESTER,Property damage only (none injured),HARRINGTON WAY,,,Local police
1430559,11/20/2001,4:48 PM,WORCESTER,Non-fatal injury,BELMONT STREET Rte 9 / ALVARADO AVENUE,,,
1430918,2/28/2002,6:30 PM,WORCESTER,Unknown,PARK AVENUE / OLIVER STREET,,,Local police
1431265,3/12/2002,12:45 PM,WORCESTER,Not Reported,PARK AVENUE,,,Local police
1431444,12/2/2001,4:30 PM,WORCESTER,Non-fatal injury,PARK AVENUE / MAY STREET,,,
1431512,3/10/2002,6:22 PM,WORCESTER,Non-fatal injury,PARK AVENUE,,,Local police
1433264,3/28/2002,2:44 PM,WORCESTER,Property damage only (none injured),FRONT STREET,,,Local police
1433284,3/28/2002,2:00 PM,WORCESTER,Not Reported,MURRAY AVENUE / AUSTIN STREET,,,Local police
1433483,3/26/2002,12:10 AM,WORCESTER,Property damage only (none injured),PLANTATION STREET,,,Local police
1434480,3/30/2002,1:42 AM,WORCESTER,Not Reported,FRANKLIN STREET / MAIN STREET,,,Local police
1434611,3/29/2002,6:00 PM,WORCESTER,Non-fatal injury,CHANDLER STREET / MAIN STREET,,,Local police
1434647,3/29/2002,3:50 PM,WORCESTER,Property damage only (none injured),LAKE AVENUE / BELMONT STREET,,,Local police
1434769,3/29/2002,11:54 AM,WORCESTER,Not Reported,CHANDLER STREET,,,Local police
1434881,1/2/2002,1:08 AM,WORCESTER,Property damage only (none injured),PARK AVENUE / MAY STREET,,,Local police
1436294,12/3/2001,3:55 PM,WORCESTER,Property damage only (none injured),PARK AVENUE Rte 9,,,
1443496,4/5/2002,5:40 PM,WORCESTER,Property damage only (none injured),MAIN STREET / MYRTLE STREET / AUSTIN STREET,,,Local police
1443743,4/7/2002,4:50 PM,WORCESTER,Unknown,AUSTIN STREET / HIGH STREET,,,Local police
1443795,2/25/2002,7:00 AM,WORCESTER,Non-fatal injury,PARK AVENUE / WEST OBERLIN STREET,,,Local police
1443831,4/4/2002,5:51 PM,WORCESTER,Non-fatal injury,SHREWSBURY STREET / ENVELOPE TERRACE,,,Local police
1444529,4/10/2002,5:40 PM,WORCESTER,Non-fatal injury,FOSTER STREET / WORCESTER CENTER BOULEVARD,,,State police
1444613,4/10/2002,3:30 PM,WORCESTER,Property damage only (none injured),FANTASIA DRIVE / ALBANY STREET,,,Local police
1444765,4/9/2002,7:50 PM,WORCESTER,Non-fatal injury,FRONT STREET / FRANKLIN STREET,,,Local police
1444877,4/9/2002,3:54 PM,WORCESTER,Property damage only (none injured),FRANKLIN STREET,,,Local police
1445640,4/11/2002,4:20 AM,WORCESTER,Not Reported,BELMONT STREET Rte 9 E / ALVARADO AVENUE,,,Local police
1445673,4/12/2002,10:40 PM,WORCESTER,Property damage only (none injured),MAIN STREET / JACKSON STREET,,,Local police
1445741,4/12/2002,2:45 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / PEMBROKE STREET,,,Local police
1445758,4/12/2002,1:20 PM,WORCESTER,Not Reported,AUSTIN STREET,,,Local police
1445877,4/13/2002,1:27 AM,WORCESTER,Non-fatal injury,QUEEN STREET,ELY STREET,,Local police
1445896,11/21/2001,11:30 PM,WORCESTER,Non-fatal injury,CHARLOTTE STREET / PARK AVENUE,,,
1446690,4/26/2002,5:15 PM,WORCESTER,Non-fatal injury,Rte 290 E,,,State police
1446701,11/28/2001,12:25 PM,WORCESTER,Non-fatal injury,WORCESTER CENTER BOULEVARD / GREEN STREET / FRANKLIN STREET,,,
1448044,12/6/2001,12:15 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / MAY STREET,,,
1450442,3/23/2002,7:45 PM,WORCESTER,Not Reported,LARKIN STREET,SHREWSBURY STREET,,Local police
1450448,4/15/2002,11:00 AM,WORCESTER,Unknown,MAYWOOD STREET,,,Local police
1450462,4/15/2002,2:00 PM,WORCESTER,Property damage only (none injured),CHANDLER STREET,IRVING STREET,,Local police
1450552,4/16/2002,11:34 PM,WORCESTER,Property damage only (none injured),MYRTLE STREET / SOUTHBRIDGE STREET,,,Local police
1450726,4/17/2002,12:00 PM,WORCESTER,Property damage only (none injured),FLORENCE STREET,,,Local police
1450845,4/14/2002,12:20 PM,WORCESTER,Not Reported,FRANKLIN STREET / PLANTATION STREET,,,Local police
1450870,4/3/2002,2:50 PM,WORCESTER,Property damage only (none injured),FRONT STREET,,,Local police
1450871,4/19/2002,2:31 AM,WORCESTER,Not Reported,SHREWSBURY STREET,COSCO,,Local police
1450880,4/3/2002,4:10 PM,WORCESTER,Non-fatal injury,OXFORD STREET / AUSTIN STREET,,,Local police
1450896,4/19/2002,1:00 PM,WORCESTER,Not Reported,CHANDLER STREET / MURRAY AVENUE,,,Local police
1450921,4/13/2002,2:25 PM,WORCESTER,Property damage only (none injured),OXFORD STREET / AUSTIN STREET,,,Local police
1450963,4/1/2002,2:30 PM,WORCESTER,Non-fatal injury,MAY STREET / WOODLAND STREET,,,Local police
1450972,4/20/2002,6:19 PM,WORCESTER,Non-fatal injury,MADISON STREET / BEACON STREET,,,Local police
1450985,4/14/2002,11:51 PM,WORCESTER,Property damage only (none injured),PARK AVENUE Rte 9 S,,,Local police
1450988,4/20/2002,12:15 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
1451027,4/1/2002,6:20 PM,WORCESTER,Property damage only (none injured),MAY STREET,,,Local police
1451074,4/17/2002,8:25 PM,WORCESTER,Property damage only (none injured),SALEM STREET / FRANKLIN STREET,,,Local police
1451086,4/18/2002,11:15 AM,WORCESTER,Property damage only (none injured),VILLA NOVA STREET,FRANKLIN STREET,624 FRANKLIN STREET,Local police
1451103,4/2/2002,12:00 PM,WORCESTER,Unknown,EAST CENTRAL STREET / MULBERRY STREET,,,Local police
1451201,4/4/2002,10:24 AM,WORCESTER,Non-fatal injury,BELMONT STREET / ALVARADO AVENUE,,,Local police
1451215,12/1/2001,8:00 PM,WORCESTER,Property damage only (none injured),MAIN STREET,SOUTHBRIDGE STREET,,
1454979,5/17/2002,8:05 AM,WORCESTER,Not Reported,SHREWSBURY STREET Rte 290,,,State police
1455834,12/16/2001,12:30 PM,WORCESTER,Non-fatal injury,ENFIELD STREET,,,
1456452,12/21/2001,3:00 PM,WORCESTER,Property damage only (none injured),MAY STREET / HOLLYWOOD STREET,,,
1457854,11/26/2001,7:45 AM,WORCESTER,Not Reported,CHANDLER STREET,,,
1458719,11/21/2001,8:21 AM,WORCESTER,Not Reported,MAY STREET / PARK AVENUE,,,
1461100,11/21/2001,8:15 PM,WORCESTER,Property damage only (none injured),BELMONT STREET Rte 9 / LAKE AVENUE,,,
1469367,5/6/2002,3:50 PM,WORCESTER,Non-fatal injury,PARK AVENUE / SHIRLEY STREET / PARK AVENUE,,,Local police
1469594,5/7/2002,8:52 AM,WORCESTER,Not Reported,GAGE STREET,,,Local police
1469766,5/1/2002,4:45 PM,WORCESTER,Property damage only (none injured),BELMONT STREET / LAKE AVENUE,,,Local police
1469821,5/2/2002,5:41 PM,WORCESTER,Property damage only (none injured),MADISON STREET / BEACON STREET,,,Local police
1469861,5/3/2002,1:38 AM,WORCESTER,Non-fatal injury,MURRAY AVENUE / PIEDMONT STREET,,,Local police
1469869,5/2/2002,11:19 PM,WORCESTER,Not Reported,WOODLAND STREET,,,Local police
1469876,5/2/2002,11:48 PM,WORCESTER,Non-fatal injury,MAYWOOD STREET / PARK AVENUE,,,Local police
1469881,4/26/2002,1:53 AM,WORCESTER,Property damage only (none injured),FLORENCE STREET,MAY STREET,,Local police
1469892,4/26/2002,1:53 AM,WORCESTER,Property damage only (none injured),MAIN STREET / CHANDLER STREET,,,Local police
1469976,5/5/2002,2:41 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
1470004,5/5/2002,12:25 AM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
1470104,5/4/2002,10:45 AM,WORCESTER,Non-fatal injury,AUSTIN STREET / OXFORD STREET,,,Local police
1470148,4/25/2002,11:51 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / MAYWOOD STREET,,,Local police
1470410,4/24/2002,5:30 PM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
1471838,6/29/2002,8:30 AM,WORCESTER,Property damage only (none injured),Rte 290 E,,,State police
1475365,5/17/2002,5:00 PM,WORCESTER,Non-fatal injury,MILL STREET,,,Local police
1475433,5/2/2002,7:33 AM,WORCESTER,Unknown,SHREWSBURY STREET Rte 9 / MUSKEEGO STREET,,,Local police
1475518,5/1/2002,5:48 PM,WORCESTER,Unknown,SHREWSBURY STREET / WASHINGTON SQUARE,,UNION STATION,Local police
1475526,5/1/2002,5:20 PM,WORCESTER,Non-fatal injury,SHREWSBURY STREET / PUTNAM LANE,,,Local police
1475535,5/1/2002,4:19 PM,WORCESTER,Not Reported,SUMMER STREET / WASHINGTON SQUARE,,,Local police
1475662,5/13/2002,3:10 PM,WORCESTER,Non-fatal injury,MAIN STREET,SYCAMORE STREET,,Local police
1475753,5/18/2002,10:30 PM,WORCESTER,Not Reported,CHANDLER STREET / IRVING STREET,,,Local police
1475964,4/30/2002,6:00 PM,WORCESTER,Not Reported,PARK AVENUE / CHARLOTTE STREET,,,Local police
1476092,5/12/2002,7:40 PM,WORCESTER,Non-fatal injury,MAY STREET / WOODLAND STREET,,,Local police
1476130,5/13/2002,7:14 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
1476214,5/16/2002,4:30 PM,WORCESTER,Property damage only (none injured),LAKE AVENUE,,,Local police
1476234,5/18/2002,4:19 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / MAY STREET,,,Local police
1476367,5/18/2002,11:42 AM,WORCESTER,Non-fatal injury,ALVARADO AVENUE / WIGWAM AVENUE,,,Local police
1476491,8/10/2002,12:00 AM,WORCESTER,Non-fatal injury,MAY STREET / DEWEY STREET,,,Local police
1476542,5/18/2002,12:20 AM,WORCESTER,Not Reported,PARK AVENUE / MAY STREET,,,Local police
1476577,5/20/2002,1:00 PM,WORCESTER,Non-fatal injury,FRONT STREET / COMMERCIAL STREET,,,Local police
1476584,5/20/2002,11:45 AM,WORCESTER,Property damage only (none injured),BELMONT STREET / ALVARADO AVENUE,,,Local police
1476663,5/10/2002,7:03 PM,WORCESTER,Non-fatal injury,MYRTLE STREET / SOUTHBRIDGE STREET,,,Local police
1476757,5/10/2002,3:00 PM,WORCESTER,Property damage only (none injured),WOODLAND STREET,MAY STREET,,Local police
1476819,5/13/2002,9:20 PM,WORCESTER,Not Reported,MAY STREET / SILVER STREET,,,Local police
1477018,5/14/2002,7:40 PM,WORCESTER,Property damage only (none injured),PUTNAM LANE,,,Local police
1477092,5/12/2002,12:41 AM,WORCESTER,Non-fatal injury,KINGSBURY STREET / WOODLAND STREET,,,Local police
1477523,5/2/2002,11:35 AM,WORCESTER,Not Reported,SHREWSBURY STREET,,,Local police
1477655,4/28/2002,7:00 PM,WORCESTER,Not Reported,BELMONT STREET Rte 9 W / ALVARADO AVENUE,,,Local police
1479823,6/17/2002,5:50 PM,WORCESTER,Not Reported,MAIN STREET / AUSTIN STREET,,,Local police
1480796,5/27/2002,12:30 PM,WORCESTER,Property damage only (none injured),PARK AVENUE Rte 9 N / MAYWOOD STREET,,,Local police
1480915,7/4/2002,7:55 PM,WORCESTER,Non-fatal injury,SHREWSBURY STREET,,,Local police
1480951,5/27/2002,1:40 AM,WORCESTER,Property damage only (none injured),PARK AVENUE / WEST OBERLIN STREET,,,Local police
1481031,5/15/2002,1:30 PM,WORCESTER,Unknown,BALL STREET / MILL STREET,,,Local police
1481143,6/5/2002,5:15 PM,WORCESTER,Non-fatal injury,FOSTER STREET / WORCESTER CENTER BOULEVARD,,,Local police
1481174,6/7/2002,1:50 AM,WORCESTER,Property damage only (none injured),MAY STREET / WOODLAND STREET,,,Local police
1481197,6/1/2002,9:16 AM,WORCESTER,Not Reported,MAIN STREET,,,Local police
1481305,5/28/2002,11:53 PM,WORCESTER,Property damage only (none injured),WILDWOOD AVENUE,,,Local police
1481315,5/31/2002,10:30 PM,WORCESTER,Not Reported,SEWARD STREET / SHREWSBURY STREET,,,Local police
1481348,6/2/2002,9:00 AM,WORCESTER,Not Reported,MULBERRY STREET,,,Local police
1481371,6/2/2002,12:25 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
1481387,6/1/2002,5:30 PM,WORCESTER,Property damage only (none injured),MAY STREET / WOODLAND STREET,,,Local police
1481392,6/2/2002,5:00 PM,WORCESTER,Property damage only (none injured),MAIN STREET / CHANDLER STREET,,,Local police
1481561,5/31/2002,8:10 AM,WORCESTER,Non-fatal injury,PARK AVENUE,,,Local police
