Crash Number,Crash Date,Crash Time,City/Town,Crash Severity,Roadway,Near Intersection Roadway,Landmark,Police Agency
4077072,5/29/2015,5:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET / KILBY STREET,,,Local police
2790348,11/2/2011,8:40 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
2791385,10/31/2011,7:28 PM,WORCESTER,Property damage only (none injured),Rte 290 E,,,State police
2791451,3/25/2011,12:00 PM,WORCESTER,Not Reported,RICHARDS STREET,MAIN STREET,,Local police
2791511,10/20/2011,7:35 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
2791747,3/23/2011,10:35 PM,WORCESTER,Property damage only (none injured),MADISON STREET,,,Local police
2791875,3/22/2011,4:20 PM,WORCESTER,Property damage only (none injured),MAIN STREET,ALLEN STREET,,Local police
2791897,3/21/2011,3:00 PM,WORCESTER,Non-fatal injury,PARK AVENUE,,,Local police
2793868,11/9/2011,7:30 PM,WORCESTER,Non-fatal injury,Rte 290 W,,,State police
2861520,9/7/2011,1:09 AM,WORCESTER,Property damage only (none injured),MOUNT PLEASANT STREET,,,Local police
2861930,9/6/2011,6:55 PM,WORCESTER,Not Reported,MAIN STREET / CLAREMONT STREET,,,Local police
2872392,1/18/2012,7:30 AM,WORCESTER,Property damage only (none injured),Rte 290 E,,,State police
2873745,1/19/2012,9:19 AM,WORCESTER,Non-fatal injury,Rte 290 E,,,State police
2897309,2/3/2012,12:59 AM,WORCESTER,Non-fatal injury,Rte 290 W,,,State police
2900870,6/11/2010,11:25 PM,WORCESTER,Property damage only (none injured),HAMMOND STREET,,,Local police
2908133,3/11/2010,1:28 AM,WORCESTER,Non-fatal injury,MAIN STREET,,POLE 149,Local police
2908400,1/30/2010,10:10 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
2939646,12/12/2010,6:17 AM,WORCESTER,Not Reported,MAIN STREET,,,Local police
2943603,9/25/2011,12:00 PM,WORCESTER,Property damage only (none injured),MILL STREET,PARK AVENUE,,Local police
2943737,9/25/2011,1:01 PM,WORCESTER,Property damage only (none injured),MAIN STREET / OBERLIN STREET,,,Local police
2948730,9/18/2011,4:26 AM,WORCESTER,Non-fatal injury,PLANTATION STREET / TURIN ROAD,,,Local police
2949610,9/16/2011,5:32 PM,WORCESTER,Property damage only (none injured),HARRISON STREET,,,Local police
2949972,9/19/2011,2:58 PM,WORCESTER,Non-fatal injury,Rte 290 W,,,Local police
2950737,9/22/2011,2:45 PM,WORCESTER,Non-fatal injury,MADISON STREET,,,Local police
2950764,9/22/2011,8:00 PM,WORCESTER,Non-fatal injury,GODDARD MEMORIAL DRIVE / APRICOT STREET,,,Local police
2951741,9/29/2011,3:32 PM,WORCESTER,Property damage only (none injured),WASHINGTON STREET,,,Local police
2951744,9/29/2011,4:30 PM,WORCESTER,Property damage only (none injured),MILL STREET / PARK AVENUE,,,Local police
2951768,9/29/2011,3:13 AM,WORCESTER,Non-fatal injury,BEACON STREET / BENEFIT STREET,,,Local police
2954403,9/16/2011,12:20 PM,WORCESTER,Property damage only (none injured),MILL STREET / PARK AVENUE,,,Local police
2955669,9/9/2011,5:24 PM,WORCESTER,Non-fatal injury,SYLVAN STREET,,,Local police
2955670,9/9/2011,5:10 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
4070822,8/7/2015,12:35 PM,WORCESTER,Property damage only (none injured),Rte 290 W,UNKNOWN,,State police
4070823,8/7/2015,5:20 PM,WORCESTER,Property damage only (none injured),Rte 290 W,UNKNOWN,,State police
2707303,1/30/2011,4:51 PM,WORCESTER,Property damage only (none injured),WINTER STREET / GREEN STREET,,,Local police
2733432,1/1/2010,11:38 AM,WORCESTER,Property damage only (none injured),MILL STREET,BUFFUM STREET,,Local police
2908394,9/13/2010,6:00 PM,WORCESTER,Property damage only (none injured),GODDARD MEMORIAL DRIVE,,,Local police
2913470,1/31/2010,4:35 AM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
2915265,2/14/2012,7:34 AM,WORCESTER,Property damage only (none injured),Rte 9 / GODDARD MEMORIAL DRIVE,,,State police
2925033,6/18/2010,3:20 PM,WORCESTER,Property damage only (none injured),MAIN STREET,HAMMOND STREET,,Local police
2930153,8/2/2010,3:03 AM,WORCESTER,Non-fatal injury,MILL STREET,,,Local police
2933060,8/14/2010,6:11 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
2937732,2/28/2012,5:32 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
2944491,12/12/2010,7:01 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
2958134,9/9/2011,4:20 PM,WORCESTER,Non-fatal injury,MILL STREET,,,Local police
2958361,9/1/2011,3:09 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
2958733,9/1/2011,10:00 AM,WORCESTER,Non-fatal injury,BEACON STREET / OREAD STREET,,,Local police
2965835,9/1/2011,9:45 PM,WORCESTER,Property damage only (none injured),MAIN STREET / PIEDMONT STREET,,,Local police
2967091,9/23/2011,11:00 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET / FRANKLIN STREET,,,Local police
2972755,3/20/2012,3:40 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
2973636,11/7/2010,2:59 AM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
2976093,3/19/2012,6:55 AM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
2976094,3/22/2012,7:50 AM,WORCESTER,Property damage only (none injured),Rte 290,,OFF RAMP,State police
3044695,7/3/2011,2:21 AM,WORCESTER,Fatal injury,BEACON STREET,,,Local police
3057972,1/24/2011,10:11 AM,WORCESTER,Property damage only (none injured),MADISON STREET,,,Local police
3058015,1/14/2011,5:27 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET,HEMANS STREET,,Local police
3059532,1/25/2011,4:45 PM,WORCESTER,Property damage only (none injured),BEACON STREET,,,Local police
3060630,1/25/2011,3:24 AM,WORCESTER,Property damage only (none injured),HAMMOND STREET / MAIN STREET,,,Local police
3060933,1/26/2011,9:30 AM,WORCESTER,Property damage only (none injured),CLEMENT STREET,BEAVER STREET,,Local police
3062957,4/30/2012,9:05 PM,WORCESTER,Non-fatal injury,Rte 290 W,,,State police
3066450,1/27/2011,7:15 AM,WORCESTER,Property damage only (none injured),MAIN STREET / HEALY ROAD,,,Local police
3067233,1/27/2011,3:59 PM,WORCESTER,Property damage only (none injured),GODDARD MEMORIAL DRIVE / APRICOT STREET,,,Local police
3067980,1/27/2011,1:30 PM,WORCESTER,Property damage only (none injured),FLORENCE STREET / OLIVER STREET,,,Local police
3068016,1/27/2011,11:18 PM,WORCESTER,Property damage only (none injured),HARRISON STREET,,,Local police
3069957,1/19/2011,8:45 PM,WORCESTER,Unknown,GREEN STREET,,,Local police
3069970,1/20/2011,3:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET / GARDNER STREET,,,Local police
3072234,1/22/2011,11:24 PM,WORCESTER,Property damage only (none injured),BENEFIT STREET,,,Local police
3092935,2/4/2011,3:08 PM,WORCESTER,Non-fatal injury,WINTER STREET / HARDING STREET,,,Local police
3093632,2/4/2011,9:20 AM,WORCESTER,Property damage only (none injured),MAIN STREET / SYLVAN STREET,,,Local police
3094637,2/20/2011,2:20 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
3095259,5/9/2012,11:17 PM,WORCESTER,Not Reported,Rte 290 W,,,State police
3095379,2/19/2011,1:50 AM,WORCESTER,Not Reported,HARRISON STREET / GREEN STREET,,,Local police
3095380,2/18/2011,4:00 PM,WORCESTER,Not Reported,GOLD STREET,,,Local police
3095734,2/17/2011,2:14 PM,WORCESTER,Non-fatal injury,FRANKLIN STREET,,,Local police
3095735,2/17/2011,2:00 PM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET / HERMON STREET,,,Local police
3098216,2/18/2011,8:48 AM,WORCESTER,Non-fatal injury,PARK AVENUE / BEAVER BROOK PARKWAY,,,Local police
3098224,2/15/2011,10:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3099033,2/15/2011,4:45 PM,WORCESTER,Property damage only (none injured),LOVELL STREET,,,Local police
3099066,1/24/2011,3:38 PM,WORCESTER,Property damage only (none injured),GREEN STREET,,,Local police
3100492,2/12/2011,2:00 PM,WORCESTER,Property damage only (none injured),MAIN STREET / KING STREET,,,Local police
3102531,2/11/2011,12:50 PM,WORCESTER,Not Reported,SOUTHBRIDGE STREET / JACKSON STREET,,,Local police
3102643,2/11/2011,1:54 AM,WORCESTER,Property damage only (none injured),GREEN STREET,,,Local police
3107418,2/9/2011,7:00 PM,WORCESTER,Unknown,MAIN STREET,,,Local police
3108574,2/8/2011,3:00 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3111635,2/3/2011,7:56 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
3113969,2/6/2011,12:00 PM,WORCESTER,Not Reported,FLORENCE STREET,,,Local police
3113994,2/1/2011,5:15 AM,WORCESTER,Not Reported,QUINSIGAMOND AVENUE / SOUTHBRIDGE STREET,,,Local police
3114273,2/5/2011,11:30 PM,WORCESTER,Not Reported,MAIN STREET / LUDLOW STREET,,,Local police
4021149,1/30/2015,6:02 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
4048709,1/19/2015,2:00 PM,WORCESTER,Property damage only (none injured),FRANCIS J. MCGRATH BOULEVARD / GREEN STREET,,,Local police
4064055,6/4/2015,2:52 PM,WORCESTER,Not Reported,MADISON STREET Rte 122 E,,OVERHEAD BRIDGE,Local police
4076417,5/13/2015,2:40 AM,WORCESTER,Not Reported,OREAD STREET,,,Local police
4076421,5/4/2015,3:33 PM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET / JACKSON STREET,,,Local police
4076428,5/12/2015,11:17 PM,WORCESTER,Not Reported,ASH STREET / GREEN STREET,,,Local police
4076470,5/13/2015,7:18 AM,WORCESTER,Property damage only (none injured),APRICOT STREET / GODDARD MEMORIAL DRIVE,,,Local police
4076473,5/13/2015,8:21 AM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET / MADISON STREET,,,Local police
4076493,5/14/2015,1:22 AM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET,,,Local police
4076532,5/14/2015,6:45 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3067986,1/28/2011,1:35 PM,WORCESTER,Property damage only (none injured),BALL STREET,,,Local police
3068437,1/29/2011,1:00 PM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
3068445,1/29/2011,11:21 AM,WORCESTER,Not Reported,MAIN STREET,,,Local police
3068448,1/29/2011,9:41 AM,WORCESTER,Not Reported,GRAFTON STREET / TEMPLE STREET,,,Local police
3069241,1/29/2011,1:40 AM,WORCESTER,Not Reported,GREEN STREET,,,Local police
3069370,1/30/2011,6:04 PM,WORCESTER,Property damage only (none injured),HAMMOND STREET,,,Local police
3069375,1/28/2011,9:10 PM,WORCESTER,Property damage only (none injured),MAIN STREET / PIEDMONT STREET,,,Local police
3069387,1/28/2011,5:40 PM,WORCESTER,Property damage only (none injured),SOUTHBRIDGE STREET,,,Local police
3069390,1/31/2011,8:39 AM,WORCESTER,Non-fatal injury,BEACON STREET,,,Local police
3069391,1/31/2011,8:34 AM,WORCESTER,Non-fatal injury,Rte 290 / GRAFTON STREET,,,Local police
3102286,2/26/2011,11:18 PM,WORCESTER,Property damage only (none injured),TALLAWANDA DRIVE,,,Local police
3102731,2/26/2011,10:18 AM,WORCESTER,Property damage only (none injured),GATES LANE,,,Local police
3102750,2/26/2011,1:10 AM,WORCESTER,Property damage only (none injured),BROOKLINE STREET / TALLAWANDA DRIVE,,,Local police
3102823,2/25/2011,8:45 PM,WORCESTER,Property damage only (none injured),OREAD STREET,,,Local police
3102826,2/25/2011,8:30 PM,WORCESTER,Property damage only (none injured),OREAD STREET,,,Local police
3103132,2/27/2011,6:45 PM,WORCESTER,Not Reported,GREEN STREET / POND STREET,,,Local police
3104468,2/24/2011,6:45 AM,WORCESTER,Property damage only (none injured),SYLVAN STREET,,,Local police
3104486,2/24/2011,8:20 AM,WORCESTER,Not Reported,MAY STREET,,,Local police
3105040,2/22/2011,4:30 PM,WORCESTER,Not Reported,WINCHESTER AVENUE,,,Local police
3105044,2/22/2011,9:04 AM,WORCESTER,Not Reported,NORWOOD STREET,MAIN STREET,,Local police
3105170,2/21/2011,12:55 PM,WORCESTER,Not Reported,MAIN STREET / MAY STREET,,,Local police
3106930,2/4/2011,7:27 AM,WORCESTER,Not Reported,PLANTATION STREET / ORIENT STREET,,,Local police
3114530,2/5/2011,12:00 AM,WORCESTER,Property damage only (none injured),WINTER STREET / HARDING STREET,,,Local police
3118189,6/17/2011,7:53 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
3120159,4/22/2011,10:19 AM,WORCESTER,Not Reported,GOLD STREET / WASHINGTON STREET,,,Local police
3124909,8/31/2011,2:56 AM,WORCESTER,Property damage only (none injured),FLORENCE STREET,,,Local police
3124926,8/28/2011,2:05 PM,WORCESTER,Property damage only (none injured),TEMPLE STREET / GRAFTON STREET,,,Local police
3125795,6/6/2012,3:00 PM,WORCESTER,Not Reported,Rte 290 W,,,State police
3144455,10/3/2011,6:57 PM,WORCESTER,Property damage only (none injured),HARDING STREET,,,Local police
3144730,10/26/2011,2:20 PM,WORCESTER,Non-fatal injury,MILL STREET / PARK AVENUE,,,Local police
3145551,10/25/2011,7:20 PM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
3145743,10/25/2011,7:50 PM,WORCESTER,Property damage only (none injured),MAIN STREET,DOWNING STREET,,Local police
3146442,10/19/2011,12:00 PM,WORCESTER,Not Reported,MARBLE STREET,,,Local police
3146731,10/4/2011,4:19 PM,WORCESTER,Property damage only (none injured),HATHAWAY STREET,,,Local police
3147591,10/31/2011,10:59 AM,WORCESTER,Not Reported,DOWNING STREET,,,Local police
3147936,10/30/2011,10:44 AM,WORCESTER,Property damage only (none injured),WYMAN STREET,,,Local police
3148130,10/29/2011,1:30 AM,WORCESTER,Property damage only (none injured),BENEFIT STREET,,,Local police
3148647,10/3/2011,7:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3148844,10/29/2011,2:40 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3149132,10/21/2011,8:41 AM,WORCESTER,Property damage only (none injured),OBERLIN STREET / WOODLAND STREET,,,Local police
3149232,10/21/2011,7:45 AM,WORCESTER,Property damage only (none injured),MILL STREET / BUFFUM STREET,,,Local police
3149431,10/29/2011,6:21 AM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3149435,10/29/2011,2:03 AM,WORCESTER,Property damage only (none injured),MAIN STREET / LUDLOW STREET,,,Local police
3149436,10/29/2011,1:57 AM,WORCESTER,Property damage only (none injured),GREEN STREET / ASH STREET,,,Local police
3151813,10/16/2011,2:00 AM,WORCESTER,Not Reported,POND STREET,GREEN STREET,,Local police
3151828,10/15/2011,3:18 PM,WORCESTER,Non-fatal injury,BEAVER STREET,,,Local police
3152738,3/17/2011,7:00 PM,WORCESTER,Property damage only (none injured),MAIN STREET / SYLVAN STREET,,,Local police
3152740,11/2/2011,2:30 PM,WORCESTER,Property damage only (none injured),MAIN STREET,KILBY STREET,,Local police
3152904,10/17/2011,8:24 AM,WORCESTER,Not Reported,MAY STREET,,,Local police
3152993,10/2/2011,9:25 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3153140,10/13/2011,7:42 AM,WORCESTER,Property damage only (none injured),PARK AVENUE / COES STREET,,,Local police
3153234,11/15/2011,9:21 AM,WORCESTER,Non-fatal injury,GOLD STREET / MADISON STREET,,,Local police
3153549,11/7/2011,5:45 PM,WORCESTER,Not Reported,MAIN STREET,,,Local police
3153561,10/23/2011,1:48 AM,WORCESTER,Property damage only (none injured),FRANKLIN STREET / GRAFTON STREET,,,Local police
3153646,11/1/2011,6:28 PM,WORCESTER,Non-fatal injury,MAIN STREET,,,Local police
3153975,11/1/2011,2:20 PM,WORCESTER,Property damage only (none injured),BEACON STREET / BENEFIT STREET,,,Local police
3154249,10/6/2011,5:50 PM,WORCESTER,Non-fatal injury,MILL STREET,,,Local police
3154330,10/6/2011,2:00 PM,WORCESTER,Property damage only (none injured),FRANCIS J. MCGRATH BOULEVARD / HERMON STREET,,,Local police
3154734,11/4/2011,3:03 PM,WORCESTER,Non-fatal injury,PARK AVENUE Rte 12 / LOVELL STREET,,,Local police
3154756,11/6/2011,1:31 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET / WINTER STREET,,,Local police
3154759,11/5/2011,5:00 PM,WORCESTER,Property damage only (none injured),FRANKLIN STREET / GRAFTON STREET,,,Local police
3154843,11/3/2011,3:35 PM,WORCESTER,Non-fatal injury,PARK AVENUE,,,Local police
3154850,11/3/2011,12:14 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / BEAVER BROOK PARKWAY,,,Local police
3154863,11/6/2011,3:37 AM,WORCESTER,Unknown,PLANTATION STREET,,,Local police
3154941,11/12/2011,1:03 AM,WORCESTER,Not Reported,MAIN STREET,,,Local police
3154952,11/11/2011,2:49 PM,WORCESTER,Property damage only (none injured),MAIN STREET Rte 9 E / GODDARD MEMORIAL DRIVE,,,Local police
3154955,3/4/2011,10:30 AM,WORCESTER,Property damage only (none injured),GRAFTON STREET / FRANKLIN STREET,,,Local police
3154978,10/31/2011,10:11 AM,WORCESTER,Non-fatal injury,GODDARD MEMORIAL DRIVE / APRICOT STREET,,,Local police
3155252,10/1/2011,3:45 PM,WORCESTER,Non-fatal injury,GATES STREET,,,Local police
3155264,11/9/2011,7:30 AM,WORCESTER,Not Reported,MAIN STREET,,,Local police
3155281,11/28/2011,10:40 AM,WORCESTER,Unknown,PARK AVENUE / COES STREET,,,Local police
3155284,11/18/2011,8:00 AM,WORCESTER,Unknown,MAIN STREET / MAYWOOD STREET,,,Local police
3155293,11/27/2011,1:20 PM,WORCESTER,Property damage only (none injured),BEACON STREET / BENEFIT STREET,,,Local police
3155297,11/27/2011,12:44 PM,WORCESTER,Property damage only (none injured),MAIN STREET Rte 9,GODDARD MEMORIAL DRIVE,,Local police
3155307,11/16/2011,2:22 PM,WORCESTER,Non-fatal injury,MAIN STREET Rte 9 / GRANDVIEW AVENUE,,,Local police
3155314,11/28/2011,8:30 PM,WORCESTER,Unknown,ARBOR VITAE STREET,WEST LAKE STREET,,Local police
3155317,11/28/2011,7:03 PM,WORCESTER,Non-fatal injury,GREEN STREET / HARRISON STREET,,,Local police
3155404,11/22/2011,9:30 AM,WORCESTER,Property damage only (none injured),GREEN STREET,,,Local police
3155437,11/20/2011,9:40 PM,WORCESTER,Property damage only (none injured),PARK AVENUE / MILL STREET,,,Local police
3155564,11/19/2011,11:50 AM,WORCESTER,Not Reported,MAIN STREET,,,Local police
3155565,11/19/2011,10:32 AM,WORCESTER,Non-fatal injury,MADISON STREET,GOLD STREET,WYMAN GARDEN,Local police
3155651,11/27/2011,12:25 PM,WORCESTER,Non-fatal injury,GODDARD MEMORIAL DRIVE,,,Local police
3156072,11/17/2011,11:52 AM,WORCESTER,Non-fatal injury,Rte 12 / PARK AVENUE / MILL STREET,,,Local police
3156075,11/17/2011,1:44 AM,WORCESTER,Property damage only (none injured),MAIN STREET,HAMMOND STREET,,Local police
3156248,11/18/2011,3:30 PM,WORCESTER,Property damage only (none injured),LAGRANGE STREET / BEACON STREET,,,Local police
3170753,7/8/2012,1:05 AM,WORCESTER,Not Reported,Rte 290 W,,,State police
3175605,7/8/2012,2:15 AM,WORCESTER,Non-fatal injury,Rte 290 W,,,State police
3175760,3/1/2011,7:30 PM,WORCESTER,Property damage only (none injured),WATER STREET / WINTER STREET / GRAFTON STREET,,,Local police
3175783,12/31/2011,12:00 AM,WORCESTER,Property damage only (none injured),WASHINGTON STREET,,,Local police
3175808,12/30/2011,4:30 PM,WORCESTER,Property damage only (none injured),FRANKLIN STREET / HARDING STREET,,,Local police
3176731,12/30/2011,1:15 PM,WORCESTER,Property damage only (none injured),PIEDMONT STREET / MAIN STREET,,,Local police
3176734,12/29/2011,6:20 PM,WORCESTER,Non-fatal injury,PARK AVENUE / COES STREET,,,Local police
3179743,12/24/2011,11:00 PM,WORCESTER,Non-fatal injury,PARK AVENUE / MILL STREET,,,Local police
3179771,12/28/2011,12:00 PM,WORCESTER,Not Reported,GARDNER STREET,,,Local police
3182682,3/5/2011,8:00 PM,WORCESTER,Non-fatal injury,PARK AVENUE,,,Local police
3182710,3/5/2011,10:23 AM,WORCESTER,Property damage only (none injured),HARRISON STREET / GREEN STREET,,,Local police
3183867,3/5/2011,9:50 AM,WORCESTER,Not Reported,HANCOCK STREET,,,Local police
3183872,3/5/2011,7:36 AM,WORCESTER,Property damage only (none injured),SYLVAN STREET,,,Local police
3183929,3/9/2011,3:52 PM,WORCESTER,Non-fatal injury,MAIN STREET / FREELAND STREET,,,Local police
3186894,3/7/2011,3:30 PM,WORCESTER,Property damage only (none injured),WATER STREET / GRAFTON STREET,,,State police
3186917,12/23/2011,7:38 PM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET,,,Local police
3188833,12/23/2011,9:10 AM,WORCESTER,Non-fatal injury,SOUTHBRIDGE STREET,,,Local police
3188843,12/22/2011,5:45 PM,WORCESTER,Property damage only (none injured),WINTER STREET / HARDING STREET,,,Local police
3188851,12/22/2011,12:20 PM,WORCESTER,Property damage only (none injured),MILL STREET / BUFFUM STREET,,,Local police
3188852,12/22/2011,11:50 AM,WORCESTER,Not Reported,MAIN STREET / MAY STREET,,,Local police
3188854,12/22/2011,9:05 AM,WORCESTER,Property damage only (none injured),MAIN STREET Rte 9 E / EUREKA STREET,,,Local police
3188868,12/21/2011,6:17 PM,WORCESTER,Non-fatal injury,ALLEN STREET,,,Local police
3191336,12/7/2011,12:00 PM,WORCESTER,Not Reported,GRAFTON STREET / FRANKLIN STREET,,,Local police
3191430,12/17/2011,2:15 AM,WORCESTER,Property damage only (none injured),FRANKLIN STREET,,,Local police
3191933,12/11/2011,12:15 AM,WORCESTER,Not Reported,PARK AVENUE / MILL STREET,,,Local police
3193432,12/10/2011,4:50 PM,WORCESTER,Property damage only (none injured),MAIN STREET,,,Local police
3194232,12/8/2011,1:08 PM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
3197855,12/5/2011,8:33 AM,WORCESTER,Property damage only (none injured),MAIN STREET / MAYWOOD STREET,,,Local police
3197857,12/5/2011,8:15 AM,WORCESTER,Non-fatal injury,MAIN STREET Rte 9 E / CRYSTAL STREET / MAYWOOD STREET,,,Local police
3214127,1/11/2012,2:03 PM,WORCESTER,Property damage only (none injured),BAUER STREET,MAIN STREET,,Local police
3214129,1/20/2012,6:24 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET,,,Local police
3214140,7/20/2012,5:24 PM,WORCESTER,Property damage only (none injured),Rte 290 W,,,State police
3233088,11/29/2011,8:34 PM,WORCESTER,Non-fatal injury,MAIN STREET / RIPLEY STREET,,,Local police
3233095,12/2/2011,8:30 AM,WORCESTER,Property damage only (none injured),PARK AVENUE,,,Local police
3233098,12/1/2011,5:34 PM,WORCESTER,Non-fatal injury,HERMON STREET / BEACON STREET,,,Local police
3240542,12/4/2011,3:01 AM,WORCESTER,Not Reported,TEMPLE STREET,,,Local police
3240564,12/3/2011,12:30 PM,WORCESTER,Property damage only (none injured),LAKE AVENUE,,,Local police
3240580,2/28/2011,9:20 AM,WORCESTER,Property damage only (none injured),MILL STREET / PARK AVENUE,,,Local police
4053950,1/31/2015,2:46 PM,WORCESTER,Property damage only (none injured),MARCH STREET / ORIENT STREET,,,Local police
4076437,7/30/2015,3:35 PM,WORCESTER,Property damage only (none injured),LOWELL STREET / PARK AVENUE,BEAVER STREET,,Local police
4077423,1/13/2015,3:30 PM,WORCESTER,Property damage only (none injured),GREEN STREET / TEMPLE STREET,,,Local police
4077821,5/10/2015,2:30 AM,WORCESTER,Not Reported,BEACON STREET,,,Local police
4077853,5/2/2015,12:30 AM,WORCESTER,Not Reported,GREEN STREET,,,Local police
2789151,3/28/2011,4:30 PM,WORCESTER,Property damage only (none injured),GRAFTON STREET / WATER STREET Rte 122 S,,GREEN STREET,Local police
